,Word,Entity
3444,three,CARDINAL
3445,a busy night,TIME
3446,two,CARDINAL
3447,an hour,TIME
3448,three minute,TIME
3449,4 days,DATE
3450,about 20,CARDINAL
3451,the next day,DATE
3452,6 days,DATE
3453,two,CARDINAL
3454,over 400,CARDINAL
3455,first,ORDINAL
3456,2,CARDINAL
3457,7,CARDINAL
3458,1400,CARDINAL
3459,the day,DATE
3460,3 days,DATE
3461,1,CARDINAL
3462,1a,CARDINAL
3463,1b,CARDINAL
3464,1,CARDINAL
3465,2,CARDINAL
3466,3,CARDINAL
3467,20 years,DATE
3468,102618,DATE
3469,242,CARDINAL
3470,300,CARDINAL
3471,this night,TIME
3472,months,DATE
3473,6,CARDINAL
3474,the hour,TIME
3475,one,CARDINAL
3476,an hour and a half,TIME
3477,over 1000 dollars,MONEY
3478,2800,CARDINAL
3479,year,DATE
3480,second,ORDINAL
3481,the start of the day,DATE
3482,a blockbuster day,DATE
3483,hour,TIME
3484,12500,CARDINAL
3485,about 12,CARDINAL
3486,today,DATE
3487,6,CARDINAL
3488,just over 60 dollars,MONEY
3489,60 dollars,MONEY
3490,last week,DATE
3491,28,CARDINAL
3492,two,CARDINAL
3493,one,CARDINAL
3494,saturday,DATE
3495,6,CARDINAL
3496,3 nights,DATE
3497,september,DATE
3498,3 days,DATE
3499,annually,DATE
3500,a week day,DATE
3501,first,ORDINAL
3502,one,CARDINAL
3503,this a month ago,DATE
3504,first,ORDINAL
3505,years past,DATE
3506,1100th,ORDINAL
3507,one,CARDINAL
3508,130,CARDINAL
3509,6,CARDINAL
3510,1299,DATE
3511,80100,CARDINAL
3512,the average hour,TIME
3513,the two hours,TIME
3514,halloween 4,CARDINAL
3515,only 30 minutes,TIME
3516,our second night,TIME
3517,the day,DATE
3518,6,CARDINAL
3519,wednesday,DATE
3520,thursday,DATE
3521,8,CARDINAL
3522,10,CARDINAL
3523,about an hour,TIME
3524,three minutes,TIME
3525,one,CARDINAL
3526,the second night,TIME
3527,the years,DATE
3528,first,ORDINAL
3529,5,CARDINAL
3530,sunday night,TIME
3531,september,DATE
3532,6 pm,TIME
3533,8 pm,TIME
3534,10 pm,TIME
3535,this year,DATE
3536,6 pm to 8 pm,TIME
3537,10 pm,TIME
3538,the next day,DATE
3539,one,CARDINAL
3540,the entire hhn season,DATE
3541,at least an hour,TIME
3542,630 pm,TIME
3543,3 to 5 minutes,TIME
3544,first,ORDINAL
3545,first,ORDINAL
3546,an hour and a half,TIME
3547,first,ORDINAL
3548,first,ORDINAL
3549,at least 300,CARDINAL
3550,3,CARDINAL
3551,the first 2 hours,TIME
3552,4 to 5 hours,TIME
3553,6,CARDINAL
3554,3,CARDINAL
3555,4yearold,CARDINAL
3556,this year,DATE
3557,more than 5 minutes,TIME
3558,more than 5 minutes,TIME
3559,more than a 10minute,CARDINAL
3560,4,CARDINAL
3561,4,CARDINAL
3562,15 years ago,DATE
3563,2 or 3,CARDINAL
3564,hours,TIME
3565,3,CARDINAL
3566,4day,DATE
3567,7day,DATE
3568,2,CARDINAL
3569,the hour,TIME
3570,two,CARDINAL
3571,one,CARDINAL
3572,1,CARDINAL
3573,first,ORDINAL
3574,2 hours,TIME
3575,more than 12 inches,QUANTITY
3576,second,ORDINAL
3577,second,ORDINAL
3578,wednesday,DATE
3579,evening,TIME
3580,45 minutes,TIME
3581,65 minutes later,TIME
3582,45,CARDINAL
3583,15 minutes,TIME
3584,85,CARDINAL
3585,45,CARDINAL
3586,1000,CARDINAL
3587,october 11,DATE
3588,40 minutes,TIME
3589,those 40 minutes,TIME
3590,days,DATE
3591,5,CARDINAL
3592,the past 7 years,DATE
3593,1,CARDINAL
3594,67,CARDINAL
3595,the day,DATE
3596,10 to 15 thousand,CARDINAL
3597,an hour,TIME
3598,an hour,TIME
3599,2,CARDINAL
3600,10 minutes,TIME
3601,134,CARDINAL
3602,an hour,TIME
3603,3 hours,TIME
3604,2,CARDINAL
3605,10 minutes,TIME
3606,1130,DATE
3607,this evening,TIME
3608,one,CARDINAL
3609,3d,CARDINAL
3610,10 or 15 minutes,TIME
3611,all these 20 minutes,TIME
3612,5070,DATE
3613,3d,CARDINAL
3614,410,CARDINAL
3615,hundreds of dollars,MONEY
3616,22ea,DATE
3617,3,CARDINAL
3618,20 minutes,TIME
3619,one,CARDINAL
3620,half,CARDINAL
3621,hundreds of dollars,MONEY
3622,3 years in a row,DATE
3623,6090,CARDINAL
3624,5 to 6 years old,DATE
3625,one,CARDINAL
3626,1st,ORDINAL
3627,142,CARDINAL
3628,tomorrow,DATE
3629,one,CARDINAL
3630,142,CARDINAL
3631,60 minutes,TIME
3632,2,CARDINAL
3633,2 weeks ago,DATE
3634,2,CARDINAL
3635,first,ORDINAL
3636,first,ORDINAL
3637,one,CARDINAL
3638,one,CARDINAL
3639,halloween nights,DATE
3640,wednesday,DATE
3641,thursday,DATE
3642,thursday,DATE
3643,friday,DATE
3644,one,CARDINAL
3645,44,CARDINAL
3646,friday,DATE
3647,evening,TIME
3648,just under 2 hours,TIME
3649,the entire night,TIME
3650,around an hour,TIME
3651,up to 15 hours,TIME
3652,around an hour to 15 hours,TIME
3653,up to 20 minutes,TIME
3654,one night,TIME
3655,26,CARDINAL
3656,27,DATE
3657,first,ORDINAL
3658,this year,DATE
3659,2016,DATE
3660,previous years,DATE
3661,previous years,DATE
3662,300,CARDINAL
3663,a very expensive day,DATE
3664,3d,CARDINAL
3665,two,CARDINAL
3666,3d,CARDINAL
3667,3d,CARDINAL
3668,10 second,TIME
3669,3d,CARDINAL
3670,one,CARDINAL
3671,zero,CARDINAL
3672,two,CARDINAL
3673,third,ORDINAL
3674,45,CARDINAL
3675,about 30,CARDINAL
3676,two,CARDINAL
3677,about 40 seconds,TIME
3678,115,CARDINAL
3679,less than 90seconds,CARDINAL
3680,two,CARDINAL
3681,3,CARDINAL
3682,1,CARDINAL
3683,1,CARDINAL
3684,about 20,CARDINAL
3685,2018,DATE
3686,2,CARDINAL
3687,4,CARDINAL
3688,first,ORDINAL
3689,1,CARDINAL
3690,first,ORDINAL
3691,3,CARDINAL
3692,1,CARDINAL
3693,two,CARDINAL
3694,1,CARDINAL
3695,only 1,CARDINAL
3696,one,CARDINAL
3697,vietnam,GPE
3698,five,CARDINAL
3699,over 105,CARDINAL
3700,halloween fright night,TIME
3701,14 day,DATE
3702,today,DATE
3703,3d,CARDINAL
3704,70 minutes,TIME
3705,september,DATE
3706,30,CARDINAL
3707,mid 30,DATE
3708,one day,DATE
3709,a cooler month,DATE
3710,the day,DATE
3711,october,DATE
3712,5,CARDINAL
3713,october,DATE
3714,600,CARDINAL
3715,315,CARDINAL
3716,an hour,TIME
3717,half,CARDINAL
3718,1 12 hours,TIME
3719,200,CARDINAL
3720,300,CARDINAL
3721,1,CARDINAL
3722,1 12 hours,TIME
3723,one,CARDINAL
3724,800,CARDINAL
3725,first,ORDINAL
3726,an hour,TIME
3727,summer,DATE
3728,about 30 minutes,TIME
3729,30 minutes,TIME
3730,2nd,ORDINAL
3731,this day,DATE
3732,today,DATE
3733,first,ORDINAL
3734,about an hour,TIME
3735,one,CARDINAL
3736,500,CARDINAL
3737,the entire day,DATE
3738,first,ORDINAL
3739,this year,DATE
3740,this year,DATE
3741,3,CARDINAL
3742,about 110,CARDINAL
3743,about 100,CARDINAL
3744,450,CARDINAL
3745,2,CARDINAL
3746,3,CARDINAL
3747,years,DATE
3748,millions of dollars,MONEY
3749,3d,CARDINAL
3750,about 30 seconds,TIME
3751,40,CARDINAL
3752,5 minutes,TIME
3753,1,CARDINAL
3754,one minute,TIME
3755,one,CARDINAL
3756,0,CARDINAL
3757,last month,DATE
3758,the 4 days,DATE
3759,40,CARDINAL
3760,3,CARDINAL
3761,one day,DATE
3762,annual,DATE
3763,today,DATE
3764,six month,DATE
3765,the six months,DATE
3766,the free months,DATE
3767,30day,DATE
3768,less than one month ago,DATE
3769,first,ORDINAL
3770,threemonth,DATE
3771,15,CARDINAL
3772,22,CARDINAL
3773,first,ORDINAL
3774,american,NORP
3775,one,CARDINAL
3776,the whole day,DATE
3777,about 7 years,DATE
3778,3d,CARDINAL
3779,4d,CARDINAL
3780,1st,ORDINAL
3781,this 75 minutes,TIME
3782,3 minutes,TIME
3783,6685,CARDINAL
3784,one,CARDINAL
3785,3d,CARDINAL
3786,two,CARDINAL
3787,18,CARDINAL
3788,a year,DATE
3789,an entire year,DATE
3790,second,ORDINAL
3791,3 years,DATE
3792,the 16 years,DATE
3793,3d,CARDINAL
3794,3d,CARDINAL
3795,first,ORDINAL
3796,4d,CARDINAL
3797,one,CARDINAL
3798,109,CARDINAL
3799,2014,DATE
3800,only one,CARDINAL
3801,3 inches,QUANTITY
3802,the four and a half hour,DATE
3803,90 minutes,TIME
3804,35 hours,TIME
3805,at least another hour,TIME
3806,3 hour,TIME
3807,12,CARDINAL
3808,15 seconds,TIME
3809,thousands,CARDINAL
3810,a few years,DATE
3811,45 minutes to an hour,TIME
3812,a blurred 3d,CARDINAL
3813,5 minutes,TIME
3814,all day,DATE
3815,4 hours,TIME
3816,4 days,DATE
3817,9 year old,DATE
3818,1,CARDINAL
3819,the month,DATE
3820,weeks,DATE
3821,at least 10,CARDINAL
3822,1,CARDINAL
3823,minutes,TIME
3824,9 year old,DATE
3825,9 year old,DATE
3826,the day,DATE
3827,1979,DATE
3828,the last two weeks,DATE
3829,today,DATE
3830,two,CARDINAL
3831,2018,DATE
3832,an extra 100,CARDINAL
3833,90120 minutes,TIME
3834,our second night,TIME
3835,515,CARDINAL
3836,640,CARDINAL
3837,120 minute,TIME
3838,the night,TIME
3839,11pm,TIME
3840,845,CARDINAL
3841,two year old,DATE
3842,a day,DATE
3843,two,CARDINAL
3844,years,DATE
3845,first,ORDINAL
3846,two,CARDINAL
3847,no more than,CARDINAL
3848,one,CARDINAL
3849,one,CARDINAL
3850,2 year old,DATE
3851,60 minute,TIME
3852,this five minute,TIME
3853,4,CARDINAL
3854,the hour,TIME
3855,8,CARDINAL
3856,one,CARDINAL
3857,one,CARDINAL
3858,5 seconds later,TIME
3859,only one,CARDINAL
3860,5 seconds earlier,TIME
3861,first,ORDINAL
3862,six,CARDINAL
3863,two,CARDINAL
3864,1,CARDINAL
3865,one million percent,PERCENT
3866,25 minutes,TIME
3867,10,CARDINAL
3868,half,CARDINAL
3869,100,CARDINAL
3870,4,CARDINAL
3871,40 minutes,TIME
3872,35 inches,QUANTITY
3873,36 inch,QUANTITY
3874,the end of the night,DATE
3875,one,CARDINAL
3876,35 minute,TIME
3877,two,CARDINAL
3878,first,ORDINAL
3879,six,CARDINAL
3880,one,CARDINAL
3881,70,CARDINAL
3882,one day,DATE
3883,one,CARDINAL
3884,halloween,CARDINAL
3885,500,CARDINAL
3886,two,CARDINAL
3887,500,CARDINAL
3888,summer day,DATE
3889,several days,DATE
3890,3k,CARDINAL
3891,the first day,DATE
3892,the second day,DATE
3893,around midday,TIME
3894,25 year old,DATE
3895,9pm,TIME
3896,september 13th,DATE
3897,the 2 days,DATE
3898,6 hours,TIME
3899,28 seasons,DATE
3900,1,CARDINAL
3901,10,CARDINAL
3902,first,ORDINAL
3903,only 1id,CARDINAL
3904,2id,ORDINAL
3905,428 years,DATE
3906,2,CARDINAL
3907,this year,DATE
3908,4,CARDINAL
3909,400,CARDINAL
3910,5,CARDINAL
3911,2 12,CARDINAL
3912,60,CARDINAL
3913,tomorrow,DATE
3914,tonight,TIME
3915,tomorrow,DATE
3916,tonight,TIME
3917,all night,TIME
3918,2500,CARDINAL
3919,twoday,DATE
3920,two,CARDINAL
3921,next day,DATE
3922,first,ORDINAL
3923,the week,DATE
3924,one,CARDINAL
3925,five year old,DATE
3926,approximately 112,CARDINAL
3927,dusk,TIME
3928,8 pm,TIME
3929,one,CARDINAL
3930,annual,DATE
3931,the next day,DATE
3932,one,CARDINAL
3933,three years ago,DATE
3934,three years,DATE
3935,two,CARDINAL
3936,first,ORDINAL
3937,22,DATE
3938,38,CARDINAL
3939,the extra 30 seconds,TIME
3940,3d,CARDINAL
3941,only 1,CARDINAL
3942,17,CARDINAL
3943,first,ORDINAL
3944,half an hour later,TIME
3945,first,ORDINAL
3946,more than ten years ago,DATE
3947,3d,CARDINAL
3948,this year,DATE
3949,first,ORDINAL
3950,first,ORDINAL
3951,this year,DATE
3952,5 day,DATE
3953,more than ten years ago,DATE
3954,this day,DATE
3955,two,CARDINAL
3956,half,CARDINAL
3957,two,CARDINAL
3958,42,CARDINAL
3959,1600,CARDINAL
3960,weekend,DATE
3961,first,ORDINAL
3962,20,CARDINAL
3963,afternoon,TIME
3964,first,ORDINAL
3965,120,CARDINAL
3966,one,CARDINAL
3967,the second day,DATE
3968,our second day,DATE
3969,first,ORDINAL
3970,this decade,DATE
3971,a less busy day,DATE
3972,first,ORDINAL
3973,two,CARDINAL
3974,daily,DATE
3975,the day,DATE
3976,the day,DATE
3977,one,CARDINAL
3978,first,ORDINAL
3979,like nine million miles,QUANTITY
3980,nine million miles,QUANTITY
3981,90 minutes,TIME
3982,100,CARDINAL
3983,5 hours,TIME
3984,3,CARDINAL
3985,two,CARDINAL
3986,tonight,TIME
3987,almost half,CARDINAL
3988,tonight,TIME
3989,two day,DATE
3990,early both days,DATE
3991,4th,ORDINAL
3992,5th,ORDINAL
3993,3d,CARDINAL
3994,2 hours,TIME
3995,two days,DATE
3996,two,CARDINAL
3997,saturday,DATE
3998,morning,TIME
3999,8,CARDINAL
4000,only two,CARDINAL
4001,10,CARDINAL
4002,one,CARDINAL
4003,first,ORDINAL
4004,20 minutes,TIME
4005,4,CARDINAL
4006,one,CARDINAL
4007,one,CARDINAL
4008,second,ORDINAL
4009,20 minutes,TIME
4010,15 minutes,TIME
4011,first,ORDINAL
4012,first,ORDINAL
4013,3,CARDINAL
4014,910,CARDINAL
4015,510,CARDINAL
4016,410,CARDINAL
4017,710,CARDINAL
4018,110,CARDINAL
4019,910,CARDINAL
4020,710,CARDINAL
4021,510,CARDINAL
4022,810,CARDINAL
4023,410,CARDINAL
4024,under 10,DATE
4025,4,CARDINAL
4026,80,CARDINAL
4027,1,CARDINAL
4028,80,CARDINAL
4029,1,CARDINAL
4030,any hour,TIME
4031,3 day,DATE
4032,1,CARDINAL
4033,2,CARDINAL
4034,3,CARDINAL
4035,4,CARDINAL
4036,an extra 100,CARDINAL
4037,80,CARDINAL
4038,180,CARDINAL
4039,every year,DATE
4040,45,CARDINAL
4041,40,CARDINAL
4042,99,CARDINAL
4043,1 hour,TIME
4044,4,CARDINAL
4045,one,CARDINAL
4046,every year,DATE
4047,this year,DATE
4048,a fun day,DATE
4049,5,CARDINAL
4050,february 2018,DATE
4051,a regular day,DATE
4052,600,CARDINAL
4053,several years,DATE
4054,1000,CARDINAL
4055,3,CARDINAL
4056,first,ORDINAL
4057,american,NORP
4058,3,CARDINAL
4059,months,DATE
4060,the last day,DATE
4061,20 minute,TIME
4062,first,ORDINAL
4063,3 days,DATE
4064,up to 4 hours,TIME
4065,3d,CARDINAL
4066,5,CARDINAL
4067,20,CARDINAL
4068,82318,DATE
4069,tuesday,DATE
4070,828,CARDINAL
4071,the week,DATE
4072,one,CARDINAL
4073,any other day,DATE
4074,tuesday,DATE
4075,6 months,DATE
4076,3d,CARDINAL
4077,4,CARDINAL
4078,one,CARDINAL
4079,2,CARDINAL
4080,one,CARDINAL
4081,one,CARDINAL
4082,two,CARDINAL
4083,30 minutes,TIME
4084,one third,CARDINAL
4085,16th,ORDINAL
4086,about 30 minutes,TIME
4087,another 115 hours,TIME
4088,another 15 minutes,TIME
4089,another 15 minutes,TIME
4090,16th,ORDINAL
4091,california,GPE
4092,90,CARDINAL
4093,last monday,DATE
4094,up to an hour,TIME
4095,50 am,TIME
4096,hours,TIME
4097,5 minute,TIME
4098,season,DATE
4099,a night,TIME
4100,the days,DATE
4101,up to 2 hours,TIME
4102,2 minute,TIME
4103,5 minutes,TIME
4104,0700,DATE
4105,two days,DATE
4106,one night,TIME
4107,the past few weeks,DATE
4108,0217,DATE
4109,0917,DATE
4110,2018,DATE
4111,2018,DATE
4112,1014 days later,DATE
4113,092017,DATE
4114,1,CARDINAL
4115,2,CARDINAL
4116,years,DATE
4117,08162018,DATE
4118,second,ORDINAL
4119,earlier this month,DATE
4120,september 2017,DATE
4121,september,DATE
4122,years,DATE
4123,today,DATE
4124,a week,DATE
4125,this year,DATE
4126,the day,DATE
4127,the day,DATE
4128,recent years,DATE
4129,overnight,TIME
4130,two,CARDINAL
4131,day,DATE
4132,tomorrow,DATE
4133,next year,DATE
4134,last monday,DATE
4135,a few minutes,TIME
4136,at least a dozen,CARDINAL
4137,1 hour,TIME
4138,45 minutes later,TIME
4139,3 days,DATE
4140,second,ORDINAL
4141,a year,DATE
4142,4,CARDINAL
4143,5,CARDINAL
4144,149,CARDINAL
4145,two,CARDINAL
4146,1,CARDINAL
4147,5,CARDINAL
4148,3,CARDINAL
4149,4,CARDINAL
4150,5,CARDINAL
4151,0,CARDINAL
4152,5,CARDINAL
4153,first,ORDINAL
4154,second,ORDINAL
4155,2,CARDINAL
4156,5,CARDINAL
4157,700 dollars,MONEY
4158,2,CARDINAL
4159,a single day,DATE
4160,700 dollars,MONEY
4161,american,NORP
4162,two years,DATE
4163,20,DATE
4164,23,DATE
4165,monthly,DATE
4166,first,ORDINAL
4167,8 years old,DATE
4168,this week,DATE
4169,35 minutes,TIME
4170,15 minutes,TIME
4171,monthly,DATE
4172,1 day,DATE
4173,15 hours,TIME
4174,99,CARDINAL
4175,90 minute,TIME
4176,three minute,TIME
4177,every minute,TIME
4178,3d,CARDINAL
4179,3d,CARDINAL
4180,annual,DATE
4181,22,CARDINAL
4182,an additional day,DATE
4183,90,CARDINAL
4184,180with,CARDINAL
4185,just 1 day,DATE
4186,3rd,ORDINAL
4187,4,CARDINAL
4188,the one day,DATE
4189,80,CARDINAL
4190,760,CARDINAL
4191,14,CARDINAL
4192,11,CARDINAL
4193,30 minutes,TIME
4194,the next year,DATE
4195,one,CARDINAL
4196,two,CARDINAL
4197,around an hour,TIME
4198,two,CARDINAL
4199,two,CARDINAL
4200,6364,CARDINAL
4201,5th,ORDINAL
4202,the last 8 years,DATE
4203,11 year old,DATE
4204,4,CARDINAL
4205,14 day,DATE
4206,3,CARDINAL
4207,2 days,DATE
4208,4,CARDINAL
4209,the first day,DATE
4210,3,CARDINAL
4211,today,DATE
4212,169,CARDINAL
4213,90 minutes,TIME
4214,950,CARDINAL
4215,3,CARDINAL
4216,several hours,TIME
4217,120person,CARDINAL
4218,50,CARDINAL
4219,one,CARDINAL
4220,over 700,CARDINAL
4221,1,CARDINAL
4222,4,CARDINAL
4223,120,CARDINAL
4224,5 minutes,TIME
4225,50,CARDINAL
4226,2 hours,TIME
4227,a few hours,TIME
4228,an hour,TIME
4229,4,CARDINAL
4230,8218,DATE
4231,three,CARDINAL
4232,the day,DATE
4233,hours,TIME
4234,third,ORDINAL
4235,two weeks,DATE
4236,july 2018,DATE
4237,15 years,DATE
4238,one,CARDINAL
4239,2535,DATE
4240,first,ORDINAL
4241,11am,TIME
4242,an hour and a half,TIME
4243,the entire day,DATE
4244,45 minutes,TIME
4245,152 hour,TIME
4246,an hour,TIME
4247,an hour,TIME
4248,5 days,DATE
4249,1 hour,TIME
4250,20th,ORDINAL
4251,our entire first hour,TIME
4252,the next 5 days,DATE
4253,10 minutes just 10 more minutes,TIME
4254,10 minutes,TIME
4255,45 minutes,TIME
4256,first,ORDINAL
4257,two,CARDINAL
4258,5 day,DATE
4259,roughly 7 hours,TIME
4260,3,CARDINAL
4261,about 30 minutes,TIME
4262,each day 2 days,DATE
4263,2 days,DATE
4264,1 day,DATE
4265,1,CARDINAL
4266,2,CARDINAL
4267,third,ORDINAL
4268,1,CARDINAL
4269,2,CARDINAL
4270,1,CARDINAL
4271,about 2 hours,TIME
4272,tomorrow,DATE
4273,tomorrow,DATE
4274,9 year old,DATE
4275,1,CARDINAL
4276,1,CARDINAL
4277,1,CARDINAL
4278,1,CARDINAL
4279,about 30 minutes,TIME
4280,1,CARDINAL
4281,1,CARDINAL
4282,1,CARDINAL
4283,one,CARDINAL
4284,30 minutes,TIME
4285,the 4 dollars,MONEY
4286,30 minutes,TIME
4287,all day,DATE
4288,more than 30,CARDINAL
4289,the years,DATE
4290,4 years ago,DATE
4291,5 days,DATE
4292,1 day,DATE
4293,1,CARDINAL
4294,one,CARDINAL
4295,7,CARDINAL
4296,more than an hour,TIME
4297,10 minutes,TIME
4298,the last two and around 15,DATE
4299,first,ORDINAL
4300,years ago,DATE
4301,years,DATE
4302,an hour,TIME
4303,5,CARDINAL
4304,this same 5 day,DATE
4305,one,CARDINAL
4306,10,CARDINAL
4307,three,CARDINAL
4308,one,CARDINAL
4309,one,CARDINAL
4310,258,CARDINAL
4311,65 minutes,TIME
4312,a ton,QUANTITY
4313,seven hours,TIME
4314,only half,CARDINAL
4315,100,CARDINAL
4316,other than 3,CARDINAL
4317,hours,TIME
4318,5,CARDINAL
4319,3,CARDINAL
4320,1250,DATE
4321,one night,TIME
4322,320,CARDINAL
4323,two,CARDINAL
4324,about 100,CARDINAL
4325,40,CARDINAL
4326,830am,ORDINAL
4327,20,CARDINAL
4328,10am,TIME
4329,an hour,TIME
4330,2 3 hours,TIME
4331,midday,TIME
4332,almost 1800,CARDINAL
4333,american,NORP
4334,annual,DATE
4335,4,CARDINAL
4336,half,CARDINAL
4337,an hour,TIME
4338,six,CARDINAL
4339,six,CARDINAL
4340,six,CARDINAL
4341,two,CARDINAL
4342,first,ORDINAL
4343,over an hour,TIME
4344,zero,CARDINAL
4345,200,CARDINAL
4346,one day,DATE
4347,one,CARDINAL
4348,2,CARDINAL
4349,7292018,DATE
4350,the first day,DATE
4351,the two hours,TIME
4352,2,CARDINAL
4353,one hour,TIME
4354,two,CARDINAL
4355,30,CARDINAL
4356,less than 30,CARDINAL
4357,third,ORDINAL
4358,our week,DATE
4359,5 day,DATE
4360,5 day,DATE
4361,2 days,DATE
4362,12 and inch,QUANTITY
4363,6,CARDINAL
4364,thousands,CARDINAL
4365,2 days,DATE
4366,a few years,DATE
4367,about 14 years,DATE
4368,two,CARDINAL
4369,9 34,CARDINAL
4370,2 cents,MONEY
4371,first,ORDINAL
4372,2,CARDINAL
4373,35 minutes,TIME
4374,four,CARDINAL
4375,years,DATE
4376,2018,DATE
4377,145600,DATE
4378,170,CARDINAL
4379,a full day,DATE
4380,first,ORDINAL
4381,second day,DATE
4382,half the day,DATE
4383,last minute,TIME
4384,first,ORDINAL
4385,less than 20,CARDINAL
4386,at least 50 to 90,CARDINAL
4387,a good day,DATE
4388,a day,DATE
4389,first,ORDINAL
4390,the end of the day,DATE
4391,a couple of hours,TIME
4392,a few days later,DATE
4393,the month,DATE
4394,a week later,DATE
4395,84500,CARDINAL
4396,18,CARDINAL
4397,1,CARDINAL
4398,the 90 minute,TIME
4399,12,CARDINAL
4400,2,CARDINAL
4401,8 dollars,MONEY
4402,50 dollar,MONEY
4403,3,CARDINAL
4404,19,CARDINAL
4405,1,CARDINAL
4406,1,CARDINAL
4407,36 inch,QUANTITY
4408,4,CARDINAL
4409,1000,CARDINAL
4410,one,CARDINAL
4411,the years,DATE
4412,first,ORDINAL
4413,1,CARDINAL
4414,2,CARDINAL
4415,5,CARDINAL
4416,3,CARDINAL
4417,two,CARDINAL
4418,170,CARDINAL
4419,2014,DATE
4420,two,CARDINAL
4421,the past years,DATE
4422,3 day,DATE
4423,last week,DATE
4424,yesterday,DATE
4425,930am,ORDINAL
4426,a full day,DATE
4427,70 minutes,TIME
4428,two hours,TIME
4429,the afternoon,TIME
4430,the day,DATE
4431,5075,DATE
4432,first,ORDINAL
4433,one,CARDINAL
4434,july,DATE
4435,around 1 hour and a half,TIME
4436,4,CARDINAL
4437,2 days,DATE
4438,two,CARDINAL
4439,first,ORDINAL
4440,25 minutes,TIME
4441,12,CARDINAL
4442,two,CARDINAL
4443,510 feet,QUANTITY
4444,this day,DATE
4445,three,CARDINAL
4446,two or three,CARDINAL
4447,3,CARDINAL
4448,nearly 60,CARDINAL
4449,first,ORDINAL
4450,5 minutes,TIME
4451,3 seconds,TIME
4452,5 minutes,TIME
4453,5,CARDINAL
4454,more than 50 minutes,TIME
4455,10 minute,TIME
4456,38,CARDINAL
4457,three,CARDINAL
4458,25 years ago,DATE
4459,33,CARDINAL
4460,more than 30 minutes,TIME
4461,150,CARDINAL
4462,22,CARDINAL
4463,23 hours,TIME
4464,half the day,DATE
4465,a full day,DATE
4466,over 100,CARDINAL
4467,one,CARDINAL
4468,weekly,DATE
4469,750 dollars,MONEY
4470,2,CARDINAL
4471,1100h,DATE
4472,50,CARDINAL
4473,95,CARDINAL
4474,an hour,TIME
4475,2,CARDINAL
4476,2 minutes,TIME
4477,70,CARDINAL
4478,2 minute,TIME
4479,under half an hour,TIME
4480,this year,DATE
4481,last year,DATE
4482,54,DATE
4483,10,CARDINAL
4484,20 years ago,DATE
4485,the next couple of weeks,DATE
4486,1,CARDINAL
4487,number two,CARDINAL
4488,2 day,DATE
4489,four day,DATE
4490,four day,DATE
4491,two days,DATE
4492,two days,DATE
4493,two extra days,DATE
4494,five,CARDINAL
4495,1,CARDINAL
4496,four days,DATE
4497,2,CARDINAL
4498,189,CARDINAL
4499,6,CARDINAL
4500,the extra two days,DATE
4501,189,CARDINAL
4502,a week,DATE
4503,3,CARDINAL
4504,19,DATE
4505,first,ORDINAL
4506,two,CARDINAL
4507,7hours,CARDINAL
4508,4,CARDINAL
4509,fifth,ORDINAL
4510,first,ORDINAL
4511,nearly two hours,TIME
4512,12way,DATE
4513,9 year old,DATE
4514,200,CARDINAL
4515,one day,DATE
4516,four,CARDINAL
4517,first,ORDINAL
4518,3,CARDINAL
4519,first,ORDINAL
4520,one day,DATE
4521,about 120,CARDINAL
4522,17,CARDINAL
4523,a couple of hundred dollars,MONEY
4524,each day,DATE
4525,50,CARDINAL
4526,22,CARDINAL
4527,12 hours,TIME
4528,6,CARDINAL
4529,all day,DATE
4530,4 pm,TIME
4531,5,CARDINAL
4532,482,CARDINAL
4533,115,CARDINAL
4534,22,CARDINAL
4535,zero,CARDINAL
4536,2,CARDINAL
4537,one,CARDINAL
4538,about an hour,TIME
4539,3 year old,DATE
4540,125,CARDINAL
4541,each park day to day,DATE
4542,that day,DATE
4543,one,CARDINAL
4544,the week of june 24,DATE
4545,first,ORDINAL
4546,25 or 30 minutes,TIME
4547,first,ORDINAL
4548,second,ORDINAL
4549,third,ORDINAL
4550,80,CARDINAL
4551,last year,DATE
4552,the same week,DATE
4553,this year,DATE
4554,last year,DATE
4555,4 day,DATE
4556,four,CARDINAL
4557,last year,DATE
4558,187916,DATE
4559,timelast year,DATE
4560,april,DATE
4561,215632a,DATE
4562,25916,DATE
4563,less than 30 minutes,TIME
4564,219237,CARDINAL
4565,3605,CARDINAL
4566,last year,DATE
4567,14,DATE
4568,only 4 nights,DATE
4569,the 4 days,DATE
4570,5 days,DATE
4571,4 nights,DATE
4572,5 nights,DATE
4573,another night,TIME
4574,last year,DATE
4575,187916,DATE
4576,246491a,DATE
4577,58575,DATE
4578,31,CARDINAL
4579,38 minutes,TIME
4580,that day,DATE
4581,hourly,TIME
4582,today,DATE
4583,4072244233,DATE
4584,almost 60000,CARDINAL
4585,first,ORDINAL
4586,8,CARDINAL
4587,10,CARDINAL
4588,three,CARDINAL
4589,over 100,CARDINAL
4590,half,CARDINAL
4591,90,CARDINAL
4592,15 year olds,DATE
4593,90,CARDINAL
4594,one,CARDINAL
4595,10 year olds,DATE
4596,thousands of dollars,MONEY
4597,one,CARDINAL
4598,2,CARDINAL
4599,about 20 minutes,TIME
4600,about 20 minutes,TIME
4601,60 minutes,TIME
4602,45 minutes,TIME
