,Word,Entity
21524,2,CARDINAL
21525,half the day,DATE
21526,this half day,DATE
21527,90,CARDINAL
21528,20 minutes,TIME
21529,monday,DATE
21530,three,CARDINAL
21531,2nd,ORDINAL
21532,first,ORDINAL
21533,around 12 pm,TIME
21534,700 pm,TIME
21535,4,CARDINAL
21536,2 hours,TIME
21537,thursday,DATE
21538,30,CARDINAL
21539,40,DATE
21540,last wednesday,DATE
21541,the weekend,DATE
21542,70 minutes,TIME
21543,about 40 minutes,TIME
21544,45,CARDINAL
21545,35,CARDINAL
21546,an extra 30 minute,TIME
21547,first,ORDINAL
21548,1,CARDINAL
21549,1,CARDINAL
21550,120 minutes,TIME
21551,monday,DATE
21552,morning,TIME
21553,2,CARDINAL
21554,first,ORDINAL
21555,100,CARDINAL
21556,second,ORDINAL
21557,60 minutes,TIME
21558,3,CARDINAL
21559,10,CARDINAL
21560,one,CARDINAL
21561,over 30 minutes,TIME
21562,30 minutes,TIME
21563,one,CARDINAL
21564,2 days,DATE
21565,one day,DATE
21566,an hour,TIME
21567,2 hours,TIME
21568,90 minutes and 100 minutes,TIME
21569,our almost 2 hours,TIME
21570,23 minute,TIME
21571,45 minutes,TIME
21572,4,CARDINAL
21573,6,CARDINAL
21574,half,CARDINAL
21575,1 hour,TIME
21576,3rd,ORDINAL
21577,last week,DATE
21578,only one,CARDINAL
21579,close to 2 hours,TIME
21580,first,ORDINAL
21581,hour and a half,DATE
21582,two,CARDINAL
21583,four or five,CARDINAL
21584,1,CARDINAL
21585,5050,DATE
21586,30,CARDINAL
21587,15 hours,TIME
21588,1 hour,TIME
21589,30,CARDINAL
21590,3 hours,TIME
21591,2,CARDINAL
21592,first,ORDINAL
21593,an extra sgd140,CARDINAL
21594,daily,DATE
21595,wednesday,DATE
21596,90 minutes,TIME
21597,last year,DATE
21598,hundred,CARDINAL
21599,almost 3 hours,TIME
21600,almost 3 hours,TIME
21601,5 minutes,TIME
21602,almost 6 hours,TIME
21603,3,CARDINAL
21604,this monday,DATE
21605,110,CARDINAL
21606,more than 2 hours,TIME
21607,30 to 40 minutes,TIME
21608,tuesday,DATE
21609,a week day,DATE
21610,45,CARDINAL
21611,80,CARDINAL
21612,three,CARDINAL
21613,zero,CARDINAL
21614,first,ORDINAL
21615,the day,DATE
21616,150,CARDINAL
21617,4,CARDINAL
21618,midweek,DATE
21619,between 50 and 160 minutes,CARDINAL
21620,25 minutes,TIME
21621,one,CARDINAL
21622,an additional 70,CARDINAL
21623,1980,DATE
21624,first,ORDINAL
21625,second,ORDINAL
21626,about 115 hours,TIME
21627,58,CARDINAL
21628,monday,DATE
21629,120,CARDINAL
21630,a long day,DATE
21631,monday,DATE
21632,an hour and a half,TIME
21633,15 hours,TIME
21634,the day,DATE
21635,2 and 5 year,DATE
21636,at least 80,CARDINAL
21637,150,CARDINAL
21638,only 4,CARDINAL
21639,sgd120,ORG
21640,almost 2,CARDINAL
21641,76120,CARDINAL
21642,196,CARDINAL
21643,saturday,DATE
21644,sunday,DATE
21645,american,NORP
21646,mid week,DATE
21647,16000,DATE
21648,5070,DATE
21649,12000,DATE
21650,over and hour,TIME
21651,one,CARDINAL
21652,the entire day,DATE
21653,three or four,CARDINAL
21654,monday,DATE
21655,tuesday,DATE
21656,thursday,DATE
21657,an hour,TIME
21658,about 100gbp,CARDINAL
21659,the day,DATE
21660,5point,CARDINAL
21661,5,CARDINAL
21662,5,CARDINAL
21663,4,CARDINAL
21664,4,CARDINAL
21665,45,CARDINAL
21666,a fun day,DATE
21667,wednesday,DATE
21668,160spd,CARDINAL
21669,4,CARDINAL
21670,640 dollars,MONEY
21671,an hour,TIME
21672,up to 2 hours,TIME
21673,10 hours,TIME
21674,about 10,CARDINAL
21675,3,CARDINAL
21676,the last 30 minutes,TIME
21677,zero,CARDINAL
21678,40min,CARDINAL
21679,745 pm,TIME
21680,12,CARDINAL
21681,only four,CARDINAL
21682,about 90 minutes,TIME
21683,about 45 minutes,TIME
21684,100,CARDINAL
21685,70 minutes,TIME
21686,second,ORDINAL
21687,280,CARDINAL
21688,2,CARDINAL
21689,2,CARDINAL
21690,65,CARDINAL
21691,during day,DATE
21692,12,CARDINAL
21693,3,CARDINAL
21694,6080,CARDINAL
21695,120 minute,TIME
21696,week,DATE
21697,1 years old,DATE
21698,first,ORDINAL
21699,1,CARDINAL
21700,12 hours,TIME
21701,12 year old,DATE
21702,1 day,DATE
21703,2 hours,TIME
21704,90,CARDINAL
21705,45min,CARDINAL
21706,30,CARDINAL
21707,up to,CARDINAL
21708,90,CARDINAL
21709,45min,CARDINAL
21710,the day,DATE
21711,78,CARDINAL
21712,4 months,DATE
21713,the last minute,TIME
21714,76,DATE
21715,5,CARDINAL
21716,over 45,CARDINAL
21717,5 6,CARDINAL
21718,7,CARDINAL
21719,4,CARDINAL
21720,320ml,ORDINAL
21721,one,CARDINAL
21722,more than 2,CARDINAL
21723,4 pm,TIME
21724,60,CARDINAL
21725,4,CARDINAL
21726,within few minutes,TIME
21727,first,ORDINAL
21728,20 minutes,TIME
21729,up to 90 to 130,CARDINAL
21730,90,CARDINAL
21731,one,CARDINAL
21732,650,CARDINAL
21733,july 9th,DATE
21734,12 hour,TIME
21735,about half,CARDINAL
21736,season,DATE
21737,second,ORDINAL
21738,lunch 1 hour,TIME
21739,50,CARDINAL
21740,our day,DATE
21741,100,CARDINAL
21742,well over an hour,TIME
21743,an hour,TIME
21744,10 years,DATE
21745,california,GPE
21746,the 90s,DATE
21747,the year earlier,DATE
21748,2 days,DATE
21749,second,ORDINAL
21750,less than 3 hours,TIME
21751,second,ORDINAL
21752,16 sgd burgers,QUANTITY
21753,5,CARDINAL
21754,3,CARDINAL
21755,90 minute,TIME
21756,an hour,TIME
21757,half,CARDINAL
21758,half day,DATE
21759,about 30,CARDINAL
21760,up to 90,CARDINAL
21761,1hr,DATE
21762,about 20,CARDINAL
21763,about 5 minutes,TIME
21764,one,CARDINAL
21765,24,CARDINAL
21766,90 minutes,TIME
21767,20 minutes,TIME
21768,14 year old,DATE
21769,2 minutes later,TIME
21770,one,CARDINAL
21771,the entire day,DATE
21772,3,CARDINAL
21773,270 minutes,TIME
21774,3,CARDINAL
21775,5 hours,TIME
21776,one day,DATE
21777,two days,DATE
21778,another day,DATE
21779,less than 2 hours,TIME
21780,monday,DATE
21781,about 5 years ago,DATE
21782,first,ORDINAL
21783,every hour,TIME
21784,first,ORDINAL
21785,first,ORDINAL
21786,10,CARDINAL
21787,saturday,DATE
21788,last seconds,TIME
21789,at least 1,CARDINAL
21790,hundreds,CARDINAL
21791,5,CARDINAL
21792,first,ORDINAL
21793,2 hours,TIME
21794,30,CARDINAL
21795,3,CARDINAL
21796,one,CARDINAL
21797,first,ORDINAL
21798,50 minutes,TIME
21799,california,GPE
21800,evening,TIME
21801,two months,DATE
21802,one,CARDINAL
21803,23,CARDINAL
21804,4050,CARDINAL
21805,90 hours,TIME
21806,4 hours,TIME
21807,515mins,CARDINAL
21808,5,CARDINAL
21809,4hrs,DATE
21810,over an hour,TIME
21811,75 minutes,TIME
21812,35 hours,TIME
21813,772018,DATE
21814,6,CARDINAL
21815,10,CARDINAL
21816,772018,DATE
21817,8pm,TIME
21818,the day,DATE
21819,6,CARDINAL
21820,17000,CARDINAL
21821,1,CARDINAL
21822,2,CARDINAL
21823,3,CARDINAL
21824,4,CARDINAL
21825,6,CARDINAL
21826,opening hour,TIME
21827,772018,DATE
21828,10am to 10,TIME
21829,10am to 8,TIME
21830,6,CARDINAL
21831,6pm,TIME
21832,10,CARDINAL
21833,78,CARDINAL
21834,10am till,TIME
21835,6pm,TIME
21836,american,NORP
21837,3,CARDINAL
21838,6 year old,DATE
21839,90,CARDINAL
21840,at least half,CARDINAL
21841,4d,CARDINAL
21842,the day,DATE
21843,80,CARDINAL
21844,4d,CARDINAL
21845,10,CARDINAL
21846,every few hours,TIME
21847,10 15,CARDINAL
21848,8 years ago,DATE
21849,772018,DATE
21850,a day,DATE
21851,a weekend,DATE
21852,the opening hours,TIME
21853,10am to 10,TIME
21854,5,CARDINAL
21855,50th,ORDINAL
21856,3,CARDINAL
21857,77,CARDINAL
21858,the day,DATE
21859,late afternoon,TIME
21860,2,CARDINAL
21861,11 and 6,DATE
21862,about 30,CARDINAL
21863,6pm,TIME
21864,the next day,DATE
21865,hours,TIME
21866,10am to 10,TIME
21867,3,CARDINAL
21868,peak hours,TIME
21869,up to 2 hours,TIME
21870,annual,DATE
21871,95,CARDINAL
21872,one,CARDINAL
21873,2mm,QUANTITY
21874,4 weeks ago,DATE
21875,more than 60 minutes,TIME
21876,first,ORDINAL
21877,about 20,CARDINAL
21878,about 2hr30,CARDINAL
21879,about more than 1 hour,PERCENT
21880,one,CARDINAL
21881,3 hours,TIME
21882,500,CARDINAL
21883,under 4 years old,DATE
21884,hours,TIME
21885,hours,TIME
21886,one day,DATE
21887,monday,DATE
21888,season weekend,DATE
21889,2,CARDINAL
21890,up to half,CARDINAL
21891,more than 4 hours,TIME
21892,our day,DATE
21893,50,CARDINAL
21894,50,CARDINAL
21895,one,CARDINAL
21896,one,CARDINAL
21897,80,CARDINAL
21898,first,ORDINAL
21899,about 20,CARDINAL
21900,10,CARDINAL
21901,12,CARDINAL
21902,more than 2,CARDINAL
21903,11,CARDINAL
21904,more than 2,CARDINAL
21905,3,CARDINAL
21906,1130am,DATE
21907,first,ORDINAL
21908,two hours,TIME
21909,20 minutes,TIME
21910,zero,CARDINAL
21911,7,CARDINAL
21912,11am,TIME
21913,one,CARDINAL
21914,a few extra seconds,TIME
21915,first,ORDINAL
21916,80,CARDINAL
21917,4,CARDINAL
21918,95 minutes,TIME
21919,2 day,DATE
21920,2,CARDINAL
21921,the same day,DATE
21922,day 2,DATE
21923,one,CARDINAL
21924,only one,CARDINAL
21925,2,CARDINAL
21926,3,CARDINAL
21927,two,CARDINAL
21928,one,CARDINAL
21929,80,CARDINAL
21930,2 12 hours,TIME
21931,70 minutes,TIME
21932,two,CARDINAL
21933,hundreds,CARDINAL
21934,10 minutes,TIME
21935,over 30,CARDINAL
21936,five minute,TIME
21937,two,CARDINAL
21938,5 minute,TIME
21939,20 minute,TIME
21940,45 minutes,TIME
21941,up to 80 minutes,TIME
21942,50,CARDINAL
21943,100,CARDINAL
21944,an hour,TIME
21945,hours,TIME
21946,6th,ORDINAL
21947,a week day,DATE
21948,70,CARDINAL
21949,35,CARDINAL
21950,15,CARDINAL
21951,one,CARDINAL
21952,300,CARDINAL
21953,2,CARDINAL
21954,72,CARDINAL
21955,5,CARDINAL
21956,one,CARDINAL
21957,350,CARDINAL
21958,about a week,DATE
21959,mid to late afternoon,TIME
21960,one,CARDINAL
21961,40 minutes,TIME
21962,90 minutes,TIME
21963,60,CARDINAL
21964,one,CARDINAL
21965,90,CARDINAL
21966,one,CARDINAL
21967,5 yrs ago,DATE
21968,3 plus hours,TIME
21969,50,CARDINAL
21970,70,CARDINAL
21971,70,CARDINAL
21972,70,CARDINAL
21973,1,CARDINAL
21974,2,CARDINAL
21975,night or evening,TIME
21976,3,CARDINAL
21977,4,CARDINAL
21978,5 night,TIME
21979,6,CARDINAL
21980,7,CARDINAL
21981,8,CARDINAL
21982,night or evening,TIME
21983,10,CARDINAL
21984,1 4d,CARDINAL
21985,2,CARDINAL
21986,the day mid week,DATE
21987,2018,DATE
21988,more than hour,TIME
21989,8,CARDINAL
21990,at least 2 days,DATE
21991,two,CARDINAL
21992,15,CARDINAL
21993,one,CARDINAL
21994,3cm,QUANTITY
21995,3,CARDINAL
21996,one,CARDINAL
21997,weekday,DATE
21998,about 5,CARDINAL
21999,one,CARDINAL
22000,a day,DATE
22001,2 hours,TIME
22002,110 cm,QUANTITY
22003,4 year old,DATE
22004,noon,TIME
22005,weekday,DATE
22006,90 minutes,TIME
22007,6pm,TIME
22008,6pm,TIME
22009,1 day,DATE
22010,last friday,DATE
22011,first,ORDINAL
22012,the day,DATE
22013,a few hours,TIME
22014,late in the evening,TIME
22015,95,CARDINAL
22016,90,CARDINAL
22017,a nice half day,DATE
22018,saturday 21,DATE
22019,first,ORDINAL
22020,600pm,PRODUCT
22021,one,CARDINAL
22022,yesterday,DATE
22023,the entire day,DATE
22024,friday,DATE
22025,4x,CARDINAL
22026,68,CARDINAL
22027,the day,DATE
22028,70 100,CARDINAL
22029,60,CARDINAL
22030,100,CARDINAL
22031,100,CARDINAL
22032,25,CARDINAL
22033,4d,CARDINAL
22034,only 10,CARDINAL
22035,45,CARDINAL
22036,100,CARDINAL
22037,2 year old,DATE
22038,10 hours,TIME
22039,the weekend,DATE
22040,eighty minutes,TIME
22041,70,CARDINAL
22042,more than half,CARDINAL
22043,5,CARDINAL
22044,this year,DATE
22045,only 1,CARDINAL
22046,a raining day,DATE
22047,first,ORDINAL
22048,70,CARDINAL
22049,70,CARDINAL
22050,3090,PRODUCT
22051,almost 0,CARDINAL
22052,five,CARDINAL
22053,the past 5 years,DATE
22054,3x,CARDINAL
22055,366,CARDINAL
22056,6,CARDINAL
22057,monday,DATE
22058,weekend,DATE
22059,one,CARDINAL
22060,4d,CARDINAL
22061,about 120,CARDINAL
22062,120,CARDINAL
22063,three,CARDINAL
22064,over 12 hours,TIME
22065,2 hours,TIME
22066,4 hours,TIME
22067,all day,DATE
22068,120 minute,TIME
22069,45 to 70 minutes,TIME
22070,one,CARDINAL
22071,zero,CARDINAL
22072,an i year olds,DATE
22073,1,CARDINAL
22074,125cm,QUANTITY
22075,only 34,CARDINAL
22076,20,CARDINAL
22077,1520,DATE
22078,less than a minute,TIME
22079,2 day,DATE
22080,one day,DATE
22081,hours,TIME
22082,10 am to 7 pm,TIME
22083,2,CARDINAL
22084,over 90 minutes,TIME
22085,the week before chinese new year,DATE
22086,two or three,CARDINAL
22087,two,CARDINAL
22088,3d,CARDINAL
22089,2 hour,TIME
22090,monday,DATE
22091,110,CARDINAL
22092,21,CARDINAL
22093,1700,DATE
22094,40,CARDINAL
22095,about 5,CARDINAL
22096,8,CARDINAL
22097,one,CARDINAL
22098,chinese new year,DATE
22099,930pm,PRODUCT
22100,hours,TIME
22101,india,GPE
22102,about 1pm,TIME
22103,two,CARDINAL
22104,the festival months,DATE
22105,3d,CARDINAL
22106,california,GPE
22107,over hour,TIME
22108,second,ORDINAL
22109,first,ORDINAL
22110,12 months ago,DATE
22111,4,CARDINAL
22112,a few metres,QUANTITY
22113,5,CARDINAL
22114,at least 2,CARDINAL
22115,90120cm,QUANTITY
22116,3040,CARDINAL
22117,2,CARDINAL
22118,6,CARDINAL
22119,4,CARDINAL
22120,two cents,MONEY
22121,one,CARDINAL
22122,3 2018,DATE
22123,11 am to,TIME
22124,1730,DATE
22125,midweek,DATE
22126,weekday,DATE
22127,wednesday,DATE
22128,10,CARDINAL
22129,3d,CARDINAL
22130,christmas day,DATE
22131,100 dollars,MONEY
22132,four,CARDINAL
22133,two,CARDINAL
22134,9 pm,TIME
22135,7 pm,TIME
22136,730,CARDINAL
22137,late evening,TIME
22138,9 pm,TIME
22139,76,CARDINAL
22140,56,CARDINAL
22141,between 70 100,CARDINAL
22142,100 minutes,TIME
22143,one,CARDINAL
22144,5 minutes,TIME
22145,roughly 4 to 1,CARDINAL
22146,an extra 140,CARDINAL
22147,two,CARDINAL
22148,a day,DATE
22149,at least 23 hours,TIME
22150,17,CARDINAL
22151,30 2017,DATE
22152,one,CARDINAL
22153,2,CARDINAL
22154,minutes,TIME
22155,third,ORDINAL
22156,first,ORDINAL
22157,250 dollars,MONEY
22158,2,CARDINAL
22159,1,CARDINAL
22160,two and a half hours,DATE
22161,one,CARDINAL
22162,all 4 hours,TIME
22163,2,CARDINAL
22164,the next couple of days,DATE
22165,70,CARDINAL
22166,1150,DATE
22167,a penny,MONEY
22168,15,CARDINAL
22169,more than an hour,TIME
22170,last year,DATE
22171,annual,DATE
22172,between 70 and 90 minutes,CARDINAL
22173,at least 1 hour,TIME
22174,25,DATE
22175,70,DATE
22176,one,CARDINAL
22177,1 hour,TIME
22178,second,ORDINAL
22179,5,CARDINAL
22180,one,CARDINAL
22181,3 to 50 years old,DATE
22182,about 15 to 2 hours,TIME
22183,only one day,DATE
22184,25 hours,TIME
22185,minutes,TIME
22186,more than 1 hour,TIME
22187,our whole day,DATE
22188,holiday season,DATE
22189,between 90120minutes,CARDINAL
22190,today,DATE
22191,5,CARDINAL
22192,15min to 50min,DATE
22193,90min,CARDINAL
22194,45min,CARDINAL
22195,second,ORDINAL
22196,3,CARDINAL
22197,5,CARDINAL
22198,50 or 11,CARDINAL
22199,4,CARDINAL
22200,4,CARDINAL
22201,400,CARDINAL
22202,4,CARDINAL
22203,10,CARDINAL
22204,12h,DATE
22205,40,CARDINAL
22206,about 45h,DATE
22207,one,CARDINAL
22208,4,CARDINAL
22209,100,CARDINAL
22210,70,DATE
22211,4d,CARDINAL
22212,yesterday,DATE
22213,5 years ago,DATE
22214,5 minutes,TIME
22215,45,CARDINAL
22216,20 minute,TIME
22217,up taking 80 minutes,TIME
22218,6,CARDINAL
22219,6,CARDINAL
22220,3,CARDINAL
22221,6 hours,TIME
22222,second,ORDINAL
22223,an hour,TIME
22224,over 100,CARDINAL
22225,the end of the day,DATE
22226,night,TIME
22227,6577 8888,DATE
22228,two,CARDINAL
22229,noon,TIME
22230,one hour,TIME
22231,6577 8888,DATE
22232,8 years old,DATE
22233,70130 minutes,TIME
22234,first,ORDINAL
22235,8,CARDINAL
22236,400,CARDINAL
22237,up to 90,CARDINAL
22238,90,CARDINAL
22239,5,CARDINAL
22240,20mins,CARDINAL
22241,first,ORDINAL
22242,60,CARDINAL
22243,5pm,TIME
22244,the day,DATE
22245,one,CARDINAL
22246,1,CARDINAL
22247,4,CARDINAL
22248,2,CARDINAL
22249,2,CARDINAL
22250,night,TIME
22251,3,CARDINAL
22252,1,CARDINAL
22253,one,CARDINAL
22254,1,CARDINAL
22255,2,CARDINAL
22256,3,CARDINAL
22257,4,CARDINAL
22258,half,CARDINAL
22259,first,ORDINAL
22260,one,CARDINAL
22261,two,CARDINAL
22262,the whole day,DATE
22263,7 hours,TIME
22264,first,ORDINAL
22265,10am,TIME
22266,an hour,TIME
22267,another day,DATE
22268,100,CARDINAL
22269,about 80,CARDINAL
22270,two,CARDINAL
22271,the day,DATE
22272,ten minutes,TIME
22273,four,CARDINAL
22274,second,ORDINAL
22275,june 2013,DATE
22276,30,CARDINAL
22277,10am had almost 2000,TIME
22278,4 years,DATE
22279,2013,DATE
22280,today,DATE
22281,one,CARDINAL
22282,a weekend,DATE
22283,a good 45 minutes,TIME
22284,2013,DATE
22285,an average 45 minutes,TIME
22286,our day,DATE
22287,weekend,DATE
22288,first,ORDINAL
22289,two,CARDINAL
22290,4560 minutes,TIME
22291,1 day,DATE
22292,two,CARDINAL
22293,40,CARDINAL
22294,1 day,DATE
22295,1 day,DATE
22296,at least 2 days,DATE
22297,more than half,CARDINAL
22298,more than 30,CARDINAL
22299,weekday,DATE
22300,one,CARDINAL
22301,monday,DATE
22302,45,CARDINAL
22303,1 12 hours,TIME
22304,2,CARDINAL
22305,6pm,TIME
22306,the day,DATE
22307,one,CARDINAL
22308,the day,DATE
22309,300,CARDINAL
22310,an extra 9000,CARDINAL
22311,up to 50 minutes,TIME
22312,only 5 minutes,TIME
22313,50 minutes,TIME
22314,more overpriced 130,CARDINAL
22315,a very lacklustre day,DATE
22316,2 days,DATE
22317,2,CARDINAL
22318,50,CARDINAL
22319,90,CARDINAL
22320,the morning,TIME
22321,an extra 160,CARDINAL
22322,4,CARDINAL
22323,30 minutes,TIME
22324,about 20 minutes,TIME
22325,40 minutes and 2 hours,TIME
22326,at least half,CARDINAL
22327,another 30 minutes,TIME
22328,2,CARDINAL
22329,one,CARDINAL
22330,three,CARDINAL
22331,half an hour,TIME
22332,60sgd,CARDINAL
22333,4d,CARDINAL
22334,thursday,DATE
22335,6mth,CARDINAL
22336,more than two,CARDINAL
22337,more than nine hours,TIME
22338,a minute,TIME
22339,9,CARDINAL
22340,california,GPE
22341,california,GPE
22342,4,CARDINAL
22343,20 metres,QUANTITY
22344,two,CARDINAL
22345,millions,CARDINAL
22346,1,CARDINAL
22347,three,CARDINAL
22348,a bad day,DATE
22349,our 9 year old,DATE
22350,several hundred,CARDINAL
22351,close to 3040 minutes,TIME
22352,2 hours,TIME
22353,45 minutes,TIME
22354,half a day,DATE
22355,5,DATE
22356,two,CARDINAL
22357,our day,DATE
22358,one,CARDINAL
22359,bin,PERSON
22360,2017,DATE
22361,1230,DATE
22362,one,CARDINAL
22363,the day,DATE
22364,half an hour,TIME
22365,4550 minutes,TIME
22366,50,CARDINAL
22367,half,CARDINAL
22368,above 10 years,DATE
22369,45,CARDINAL
22370,first,ORDINAL
22371,a additional 70 dollars,MONEY
22372,only two,CARDINAL
22373,the day,DATE
22374,monday,DATE
22375,2 hours,TIME
22376,half an hour,TIME
22377,75 hours,TIME
22378,half,CARDINAL
22379,a busy day,DATE
22380,first,ORDINAL
22381,35,CARDINAL
22382,50,CARDINAL
22383,4,CARDINAL
22384,720 singapore dollars,MONEY
22385,420,CARDINAL
22386,one,CARDINAL
22387,4,CARDINAL
22388,20 dollar,MONEY
22389,20 and 15 year old,DATE
22390,5,CARDINAL
22391,6 hours,TIME
22392,10 years ago,DATE
22393,the day,DATE
22394,two,CARDINAL
22395,long hours,TIME
22396,45 to 60 minute,TIME
22397,4 hours,TIME
22398,only 3,CARDINAL
22399,1 hour,TIME
22400,the end of the day,DATE
22401,half day,DATE
22402,a couple of years ago,DATE
22403,60 90sgd,CARDINAL
22404,56,CARDINAL
22405,a whole day,DATE
22406,monday,DATE
22407,140sgd,CARDINAL
22408,almost 1h,CARDINAL
22409,4 dollars,MONEY
22410,6 dollars,MONEY
22411,first,ORDINAL
22412,40 minutes,TIME
22413,20 minutes,TIME
22414,about 3035,CARDINAL
22415,american,NORP
22416,under 15 years old,DATE
22417,today,DATE
22418,between 90 and 120 minutes,CARDINAL
22419,50,CARDINAL
22420,75,CARDINAL
22421,90,CARDINAL
22422,45 minutes,TIME
22423,first,ORDINAL
22424,1017,DATE
22425,75,CARDINAL
22426,three,CARDINAL
22427,millions,CARDINAL
22428,daily,DATE
22429,34 hours,TIME
22430,one,CARDINAL
22431,75,CARDINAL
22432,hours,TIME
22433,almost 200 days,DATE
22434,annually,DATE
22435,hours,TIME
22436,almost 4 hours,TIME
22437,one 30,CARDINAL
22438,second,ORDINAL
22439,hours,TIME
22440,one,CARDINAL
22441,one day,DATE
22442,160 minutes,TIME
22443,one,CARDINAL
22444,the two hours,TIME
22445,an additional 100,CARDINAL
22446,an hour,TIME
22447,1030,DATE
22448,an extra 100,CARDINAL
22449,half,CARDINAL
22450,12,CARDINAL
22451,about 7 hours,TIME
22452,1200,CARDINAL
22453,at least 152,CARDINAL
22454,55,CARDINAL
22455,1015,DATE
22456,four,CARDINAL
22457,less than 4 hours,TIME
22458,300 brit pounds,QUANTITY
22459,six,CARDINAL
22460,monday,DATE
22461,from hours,TIME
22462,67,CARDINAL
22463,5,CARDINAL
22464,some 20 minute,TIME
22465,all day,DATE
22466,0,CARDINAL
22467,1230,DATE
22468,monday 7th,DATE
22469,11am,TIME
22470,70,CARDINAL
22471,100,CARDINAL
22472,first,ORDINAL
22473,45mins,CARDINAL
22474,30,CARDINAL
22475,1 hour,TIME
22476,25,CARDINAL
22477,3 hours,TIME
22478,35,CARDINAL
22479,4,CARDINAL
22480,about 4 hours,TIME
22481,one,CARDINAL
22482,3,CARDINAL
22483,second,ORDINAL
22484,8pm,TIME
22485,two,CARDINAL
22486,11am8pm,CARDINAL
22487,second,ORDINAL
22488,1,CARDINAL
22489,2,CARDINAL
22490,3,CARDINAL
22491,4,CARDINAL
22492,5,CARDINAL
22493,6,CARDINAL
22494,7,CARDINAL
22495,8,CARDINAL
22496,9,CARDINAL
22497,10,CARDINAL
22498,11,CARDINAL
22499,a busy day,DATE
22500,one,CARDINAL
22501,their day,DATE
22502,two,CARDINAL
22503,8am,TIME
22504,at least 56 hours,TIME
22505,one,CARDINAL
22506,two,CARDINAL
22507,a day,DATE
22508,13 14yr old,DATE
22509,70,CARDINAL
22510,two,CARDINAL
22511,two,CARDINAL
22512,several hours,TIME
22513,a locker another 10,QUANTITY
22514,15,CARDINAL
22515,the end of the day,DATE
22516,at least 1 hour,TIME
22517,2 pm,TIME
22518,weekend,DATE
22519,60100 minutes,TIME
22520,4,CARDINAL
22521,chinese,NORP
22522,3000,CARDINAL
22523,7000,CARDINAL
22524,about 6 hours,TIME
22525,about 6,CARDINAL
22526,about 23min,CARDINAL
22527,30min,CARDINAL
22528,the day,DATE
22529,60min,CARDINAL
22530,9yr,ORDINAL
22531,2 hours,TIME
22532,the day,DATE
22533,the day,DATE
22534,earlier this week,DATE
22535,the day,DATE
22536,first,ORDINAL
22537,friday,DATE
22538,about a quarter,DATE
22539,the whole day,DATE
22540,two hours,TIME
22541,the day,DATE
22542,10am on the day,TIME
22543,first,ORDINAL
22544,5 minutes,TIME
22545,70 minutes,TIME
22546,one,CARDINAL
22547,2 hours,TIME
22548,midday,TIME
22549,the next 6 plus hours,DATE
22550,three,CARDINAL
22551,about an hour,TIME
22552,a nonpeak day,DATE
22553,7pm,TIME
22554,two,CARDINAL
22555,first,ORDINAL
22556,second,ORDINAL
22557,an extra 90,CARDINAL
22558,weekend,DATE
22559,third,ORDINAL
22560,5,CARDINAL
22561,about 14,CARDINAL
22562,five,CARDINAL
22563,six,CARDINAL
22564,one,CARDINAL
22565,90 second,TIME
22566,late afternoon,TIME
22567,one,CARDINAL
22568,70 minute,TIME
22569,three,CARDINAL
22570,270,CARDINAL
22571,three,CARDINAL
22572,1,CARDINAL
22573,2,CARDINAL
22574,3,CARDINAL
22575,the day,DATE
22576,4,CARDINAL
22577,4sgd,CARDINAL
22578,5,CARDINAL
22579,6,CARDINAL
22580,20 minutes,TIME
22581,twelve,CARDINAL
22582,a couple of weeks,DATE
22583,one,CARDINAL
22584,today,DATE
22585,10am,TIME
22586,about 45mins,CARDINAL
22587,about 11am,TIME
22588,less than 1,CARDINAL
22589,one estimated 45 minutes,TIME
22590,2,CARDINAL
22591,one,CARDINAL
22592,1,CARDINAL
22593,all day,DATE
22594,30 minute,TIME
22595,5,CARDINAL
22596,the day,DATE
22597,70ish dollars,MONEY
22598,30 degree,QUANTITY
22599,6pm,TIME
22600,second,ORDINAL
22601,a few years ago,DATE
22602,over 200,CARDINAL
22603,four,CARDINAL
22604,over four hours,TIME
22605,a few days,DATE
22606,ten years,DATE
22607,6yo,ORDINAL
22608,5,CARDINAL
22609,two,CARDINAL
22610,15 dollars,MONEY
22611,1,CARDINAL
22612,second,ORDINAL
22613,5 minutes,TIME
22614,15,CARDINAL
22615,one,CARDINAL
22616,4,CARDINAL
22617,714,CARDINAL
22618,the day,DATE
22619,about 5,CARDINAL
22620,all day,DATE
22621,2hrs and 30mins,CARDINAL
22622,one,CARDINAL
22623,one,CARDINAL
22624,5,CARDINAL
22625,an entire day,DATE
22626,hundreds and hundreds,CARDINAL
22627,just leave 10,CARDINAL
22628,1,CARDINAL
22629,less than 10,CARDINAL
22630,hundreds,CARDINAL
22631,2,CARDINAL
22632,3,CARDINAL
22633,4,CARDINAL
22634,4 year old,DATE
22635,10am,TIME
22636,friday,DATE
22637,a 4 year old,DATE
22638,40 minute,TIME
22639,week days weekend,DATE
22640,45 hours,TIME
22641,two,CARDINAL
22642,11am,TIME
22643,two hour,TIME
22644,one,CARDINAL
22645,over 100 dollars,MONEY
22646,four,CARDINAL
22647,another 50 dollars,MONEY
22648,1 hour,TIME
22649,60 120 minutes,TIME
22650,60 minutes,TIME
22651,half,CARDINAL
22652,80 minutes,TIME
22653,2 hours,TIME
22654,400,CARDINAL
